Sensor,Value,Units
BMP180_Temperature,20.9,c
BMP180_Pressure,102.481,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.484,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.484,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.469,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.481,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.475,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.472,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.475,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.469,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.469,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.469,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.472,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.478,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.475,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.463,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.472,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.478,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.475,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.472,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.475,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.472,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.478,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.469,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.469,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.460,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.478,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.469,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.475,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.469,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.478,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.481,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.475,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.469,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.478,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.472,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.478,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.478,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.472,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.478,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.475,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.472,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.481,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.475,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.475,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.475,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.472,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.478,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.475,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.472,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.472,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.475,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.472,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.475,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.478,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.478,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.472,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.472,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.478,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.475,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.478,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.478,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.484,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.481,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.481,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.481,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.489,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.484,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.475,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.487,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.466,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.481,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.475,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.484,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.478,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.478,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.478,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.478,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.475,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.472,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.475,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.475,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.477,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.477,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.477,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.477,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.477,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.477,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.477,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.477,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.480,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.480,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.489,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.489,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.480,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.480,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.480,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.489,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.477,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.477,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.489,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.480,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.489,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.480,kPa
BMP180_Temperature,20.9,c
BMP180_Pressure,102.489,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.477,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.480,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.474,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.471,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.471,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.477,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.480,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.477,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.489,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.489,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.477,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.480,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.498,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.492,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.480,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.489,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.474,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.474,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.480,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.480,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.471,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.477,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.477,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.480,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.492,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.489,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.480,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.480,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.480,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.480,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.480,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.477,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.477,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.477,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.480,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.480,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.477,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.492,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.480,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.480,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.474,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.489,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.492,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.489,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.480,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.489,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.489,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.495,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.495,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.480,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.480,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.489,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.480,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.480,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.492,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.489,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.480,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.480,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.489,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.480,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.477,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.480,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.489,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.489,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.489,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.495,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.477,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.489,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.489,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.480,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.477,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.489,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.492,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.492,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.480,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.489,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.495,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.489,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.492,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.489,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.489,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.489,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.489,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.489,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.492,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.489,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.495,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.495,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.489,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.495,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.480,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.489,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.489,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.497,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.492,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.494,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.495,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.489,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.492,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.495,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.489,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.480,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.489,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.489,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.495,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.492,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.492,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.497,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.495,kPa
BMP180_Temperature,20.8,c
BMP180_Pressure,102.495,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.492,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.498,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.495,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.497,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.492,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.489,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.492,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.492,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.495,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.497,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.497,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.495,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.492,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.495,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.492,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.495,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.495,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.497,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.497,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.492,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.500,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.492,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.492,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.477,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.489,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.495,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.492,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.494,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.483,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.492,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.492,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.489,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.480,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.492,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.489,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.489,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.489,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.492,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.500,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.494,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.494,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.489,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.489,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.486,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.491,kPa
BMP180_Temperature,20.7,c
BMP180_Pressure,102.497,kPa
