Sensor,Value,Units
BMP180_Pressure,102.656,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.653,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.650,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.653,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.656,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.647,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.656,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.650,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.653,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.647,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.656,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.656,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.659,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.650,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.647,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.644,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.650,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.647,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.647,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.650,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.650,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.650,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.650,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.647,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.644,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.653,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.656,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.662,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.656,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.650,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.653,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.653,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.650,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.650,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.647,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.650,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.659,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.650,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.650,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.650,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.650,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.638,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.653,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.653,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.650,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.650,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.647,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.653,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.641,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.653,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.647,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.647,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.653,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.653,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.647,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.656,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.653,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.656,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.653,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.650,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.650,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.644,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.647,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.650,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.647,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.653,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.653,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.653,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.647,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.647,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.653,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.650,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.647,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.650,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.644,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.633,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.653,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.650,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.647,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.647,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.659,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.644,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.647,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.650,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.650,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.647,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.653,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.653,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.641,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.656,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.650,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.647,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.650,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.653,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.650,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.641,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.650,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.653,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.653,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.653,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.650,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.662,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.647,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.653,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.653,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.647,kPa
BMP180_Temperature,19.0,c
BMP180_Pressure,102.653,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.653,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.644,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.653,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.644,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.650,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.644,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.634,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.650,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.650,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.653,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.650,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.650,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.639,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.647,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.644,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.639,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.650,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.647,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.650,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.650,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.647,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.644,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.647,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.650,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.647,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.648,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.650,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.647,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.644,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.653,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.647,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.650,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.653,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.647,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.642,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.653,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.644,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.656,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.648,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.639,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.642,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.645,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.645,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.648,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.648,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.642,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.642,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.648,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.634,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.645,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.648,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.645,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.651,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.653,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.651,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.651,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.651,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.645,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.648,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.651,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.654,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.651,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.651,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.653,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.648,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.648,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.648,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.645,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.651,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.645,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.651,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.648,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.648,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.651,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.648,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.654,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.651,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.648,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.642,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.642,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.642,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.645,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.648,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.645,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.645,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.648,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.651,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.648,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.654,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.639,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.642,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.645,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.639,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.639,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.648,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.645,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.645,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.648,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.645,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.648,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.648,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.651,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.639,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.642,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.642,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.648,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.654,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.642,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.645,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.639,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.648,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.642,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.642,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.642,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.631,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.634,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.645,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.634,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.642,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.642,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.645,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.648,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.639,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.634,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.642,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.639,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.642,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.648,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.645,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.645,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.645,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.645,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.651,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.639,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.648,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.628,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.642,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.645,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.642,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.642,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.645,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.645,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.651,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.645,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.642,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.642,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.648,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.634,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.654,kPa
BMP180_Temperature,19.1,c
BMP180_Pressure,102.639,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.639,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.657,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.642,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.648,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.631,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.642,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.654,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.639,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.634,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.648,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.642,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.645,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.639,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.645,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.634,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.634,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.645,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.642,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.645,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.634,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.639,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.645,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.639,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.645,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.639,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.645,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.645,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.634,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.651,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.639,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.645,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.645,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.645,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.639,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.645,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.642,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.631,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.639,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.645,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.645,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.648,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.642,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.651,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.645,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.634,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.645,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.639,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.639,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.634,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.639,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.645,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.631,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.634,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.639,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.639,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.639,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.642,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.639,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.639,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.634,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.645,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.642,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.639,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.639,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.631,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.634,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.629,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.639,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.639,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.639,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.635,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.634,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.632,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.620,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.634,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.635,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.629,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.634,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.632,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.640,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.635,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.632,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.634,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.632,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.634,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.640,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.626,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.642,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.635,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.634,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.635,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.640,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.632,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.632,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.632,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.640,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.629,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.635,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.632,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.632,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.640,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.632,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.640,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.635,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.629,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.635,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.629,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.640,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.640,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.623,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.626,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.640,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.629,kPa
BMP180_Temperature,19.3,c
BMP180_Pressure,102.626,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.629,kPa
BMP180_Temperature,19.3,c
BMP180_Pressure,102.643,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.629,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.623,kPa
BMP180_Temperature,19.3,c
BMP180_Pressure,102.640,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.635,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.626,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.635,kPa
BMP180_Temperature,19.3,c
BMP180_Pressure,102.629,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.635,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.626,kPa
BMP180_Temperature,19.3,c
BMP180_Pressure,102.626,kPa
BMP180_Temperature,19.3,c
BMP180_Pressure,102.620,kPa
BMP180_Temperature,19.3,c
BMP180_Pressure,102.640,kPa
BMP180_Temperature,19.3,c
BMP180_Pressure,102.626,kPa
BMP180_Temperature,19.3,c
BMP180_Pressure,102.626,kPa
BMP180_Temperature,19.2,c
BMP180_Pressure,102.632,kPa
BMP180_Temperature,19.3,c
BMP180_Pressure,102.629,kPa
BMP180_Temperature,19.3,c
BMP180_Pressure,102.632,kPa
BMP180_Temperature,19.3,c
BMP180_Pressure,102.632,kPa
BMP180_Temperature,19.3,c
BMP180_Pressure,102.635,kPa
BMP180_Temperature,19.3,c
BMP180_Pressure,102.626,kPa
BMP180_Temperature,19.3,c
